bird_id,date_time
f5NV7,2019-04-08T14:39:56Z
j7F15,2019-04-08T14:39:58Z
t3w0r,2019-04-08T14:40:01Z
f5NV7,2019-04-08T14:40:16Z
j7F15,2019-04-08T14:40:18Z
t3w0r,2019-04-08T14:40:21Z
f5NV7,2019-04-08T14:40:36Z
j7F15,2019-04-08T14:40:38Z
f5NV7,2019-04-08T14:40:56Z
j7F15,2019-04-08T14:40:58Z
t3w0r,2019-04-08T14:41:02Z
f5NV7,2019-04-08T14:41:16Z
j7F15,2019-04-08T14:41:19Z
t3w0r,2019-04-08T14:41:22Z
f5NV7,2019-04-08T14:41:36Z
j7F15,2019-04-08T14:41:39Z
f5NV7,2019-04-08T14:41:56Z
j7F15,2019-04-08T14:41:59Z
f5NV7,2019-04-08T14:42:16Z
j7F15,2019-04-08T14:42:20Z
t3w0r,2019-04-08T14:42:22Z
f5NV7,2019-04-08T14:42:36Z
j7F15,2019-04-08T14:42:40Z
t3w0r,2019-04-08T14:42:42Z
f5NV7,2019-04-08T14:42:56Z
j7F15,2019-04-08T14:42:59Z
f5NV7,2019-04-08T14:43:16Z
j7F15,2019-04-08T14:43:20Z
t3w0r,2019-04-08T14:43:22Z
f5NV7,2019-04-08T14:43:36Z
j7F15,2019-04-08T14:43:41Z
j7F15,2019-04-08T14:44:01Z
f5NV7,2019-04-08T14:44:16Z
j7F15,2019-04-08T14:44:21Z
f5NV7,2019-04-08T14:44:36Z
j7F15,2019-04-08T14:44:42Z
f5NV7,2019-04-08T14:44:56Z
j7F15,2019-04-08T14:45:02Z
f5NV7,2019-04-08T14:45:16Z
j7F15,2019-04-08T14:45:22Z
f5NV7,2019-04-08T14:45:36Z
j7F15,2019-04-08T14:45:43Z
f5NV7,2019-04-08T14:45:56Z
j7F15,2019-04-08T14:46:03Z
f5NV7,2019-04-08T14:46:16Z
j7F15,2019-04-08T14:46:23Z
f5NV7,2019-04-08T14:46:36Z
j7F15,2019-04-08T14:46:43Z
j7F15,2019-04-08T14:47:04Z
t3w0r,2019-04-08T14:47:23Z
j7F15,2019-04-08T14:47:24Z
f5NV7,2019-04-08T14:47:35Z
f5NV7,2019-04-08T14:47:55Z
t3w0r,2019-04-08T14:48:04Z
j7F15,2019-04-08T14:48:05Z
f5NV7,2019-04-08T14:48:15Z
t3w0r,2019-04-08T14:48:24Z
j7F15,2019-04-08T14:48:25Z
t3w0r,2019-04-08T14:48:44Z
j7F15,2019-04-08T14:48:45Z
f5NV7,2019-04-08T14:48:55Z
t3w0r,2019-04-08T14:49:04Z
j7F15,2019-04-08T14:49:05Z
f5NV7,2019-04-08T14:49:15Z
t3w0r,2019-04-08T14:49:24Z
j7F15,2019-04-08T14:49:26Z
t3w0r,2019-04-08T14:49:44Z
f5NV7,2019-04-08T14:50:55Z
f5NV7,2019-04-08T14:51:15Z
f5NV7,2019-04-08T14:51:35Z
j7F15,2019-04-08T14:51:48Z
j7F15,2019-04-08T14:52:28Z
j7F15,2019-04-08T14:52:49Z
j7F15,2019-04-08T14:53:09Z
j7F15,2019-04-08T14:53:29Z
f5NV7,2019-04-08T14:53:55Z
f5NV7,2019-04-08T14:54:35Z
f5NV7,2019-04-08T14:54:55Z
f5NV7,2019-04-08T14:55:15Z
j7F15,2019-04-08T14:55:51Z
c687e,2019-04-08T14:55:55Z
f5NV7,2019-04-08T14:55:55Z
c687e,2019-04-08T14:56:15Z
f5NV7,2019-04-08T14:56:15Z
c687e,2019-04-08T14:56:34Z
bvGx3,2019-04-08T14:56:48Z
f5NV7,2019-04-08T14:57:15Z
bvGx3,2019-04-08T14:57:27Z
bvGx3,2019-04-08T14:57:47Z
bvGx3,2019-04-08T14:58:07Z
f5NV7,2019-04-08T14:58:15Z
bvGx3,2019-04-08T14:58:27Z
c687e,2019-04-08T14:58:32Z
j7F15,2019-04-08T14:58:54Z
bvGx3,2019-04-08T14:59:07Z
bvGx3,2019-04-08T14:59:07Z
j7F15,2019-04-08T14:59:14Z
j7F15,2019-04-08T14:59:15Z
f5NV7,2019-04-08T14:59:15Z
f5NV7,2019-04-08T14:59:15Z
bvGx3,2019-04-08T14:59:27Z
bvGx3,2019-04-08T14:59:27Z
j7F15,2019-04-08T14:59:35Z
j7F15,2019-04-08T14:59:35Z
f5NV7,2019-04-08T14:59:35Z
bvGx3,2019-04-08T14:59:47Z
j7F15,2019-04-08T14:59:55Z
j7F15,2019-04-08T14:59:56Z
