id,region,spp,date,mass,wing,sex
d497-3992r,Springfield,Black-capped,2016-07-14,12.4,67,F
t494-2474b,Springfield,Black-capped,2016-07-14,10.8,65,F
j762-3641u,Springfield,Black-capped,2016-07-14,10.8,64,F
j500-1812u,Springfield,Black-capped,2016-07-16,11.1,63,F
z157-1467w,Springfield,Black-capped,2016-07-16,11.3,65,F
j183-7822r,Springfield,Black-capped,2016-07-17,11.4,64,F
g798-1938q,Springfield,Black-capped,2016-07-17,11.8,66,F
c902-6057i,Springfield,Black-capped,2016-07-17,11.8,67,F
g468-9282m,Springfield,Black-capped,2016-07-18,11.1,62,F
e439-8111x,Springfield,Black-capped,2016-07-18,11.6,65,F
k198-5843s,Springfield,Black-capped,2016-07-19,11,64,F
b715-3626w,Springfield,Black-capped,2016-07-19,10.4,61,F
v557-1653q,Springfield,Black-capped,2016-07-19,10.5,65,F
b132-1936s,Springfield,Black-capped,2016-07-19,10.6,62,F
y139-2406j,Springfield,Black-capped,2016-07-21,11.6,62,F
z963-3484o,Springfield,Black-capped,2016-07-21,11.1,62,F
w501-9669z,Springfield,Black-capped,2016-07-21,12.2,66,F
j852-6336d,Springfield,Black-capped,2016-07-21,11.1,63,F
x309-4391t,Springfield,Black-capped,2016-07-24,11.9,67,F
w957-3408z,Springfield,Black-capped,2016-07-24,11.1,65,F
z754-4321e,Springfield,Black-capped,2016-07-24,10.9,64,F
d133-3900a,Springfield,Black-capped,2016-07-24,11.5,64,F
j387-6357r,Springfield,Black-capped,2016-07-24,10.3,64,F
u607-2059y,Springfield,Black-capped,2016-07-27,11.1,67,F
t189-2508d,Springfield,Black-capped,2016-07-27,10.8,60,F
e861-9643t,Springfield,Black-capped,2016-07-27,11.6,66,F
l386-9896k,Springfield,Black-capped,2016-07-28,11.7,65,F
m170-3490u,Springfield,Black-capped,2016-08-01,11.5,65,F
l283-9610b,Springfield,Black-capped,2016-08-02,12,68,F
t470-6260m,Springfield,Black-capped,2016-08-03,11.9,67,F
a374-1513r,Springfield,Black-capped,2017-05-16,11.5,61,F
b956-6088d,Springfield,Black-capped,2017-05-16,11.7,65,M
t233-6215z,Springfield,Black-capped,2017-05-21,11.7,65,M
f210-2066f,Springfield,Black-capped,2017-06-01,12.3,65,M
n397-8222z,Springfield,Black-capped,2017-06-01,12.4,64,M
h727-9358n,Springfield,Black-capped,2017-06-01,12.5,67,M
o339-8793y,Springfield,Black-capped,2017-06-01,12.1,65,M
k443-4568a,Springfield,Black-capped,2017-06-01,11.2,65,M
p704-4851z,Springfield,Black-capped,2017-06-01,10.6,62,F
e636-5171p,Springfield,Black-capped,2017-06-03,11.7,66,M
v919-2891y,Springfield,Black-capped,2017-06-03,11.2,68,M
x753-2592a,Springfield,Black-capped,2017-06-03,11.5,65,F
q562-5559c,Springfield,Black-capped,2017-06-05,12.5,65,M
i879-6554i,Springfield,Black-capped,2017-06-05,11.6,66,M
u762-1192b,Springfield,Black-capped,2017-06-07,12,63,M
g772-9726y,Springfield,Black-capped,2017-06-10,13,66,M
j947-6231d,Springfield,Black-capped,2017-06-10,12,65,M
r804-4529w,Springfield,Black-capped,2017-06-14,12,66,M
k751-4951l,Springfield,Black-capped,2017-06-16,11.4,65,F
q449-7049y,Springfield,Black-capped,2017-06-16,12,63,M
z276-6241a,Springfield,Black-capped,2017-06-17,11.9,65,M
c601-1988w,Springfield,Black-capped,2017-06-17,12,62,M
s376-1600w,Springfield,Black-capped,2017-06-17,12,64,M
z357-9526r,Springfield,Black-capped,2017-06-17,12,63,F
v671-1739i,Springfield,Black-capped,2017-06-19,10,64,F
b127-9838z,Springfield,Black-capped,2017-06-21,11.6,66,F
j908-3868c,Springfield,Black-capped,2017-06-21,11.9,64,M
w438-4992p,Springfield,Black-capped,2017-06-22,11,67,M
w501-7781h,Springfield,Black-capped,2017-06-22,11.2,65,M
n730-1459v,Springfield,Black-capped,2017-06-22,9.4,61,F
q334-6773p,Springfield,Black-capped,2017-06-25,10.8,62,M
u620-9197u,Springfield,Black-capped,2017-06-26,10.7,67,M
s511-3659i,Springfield,Black-capped,2017-06-26,11.8,63,M
c205-1617d,Springfield,Black-capped,2017-06-26,10.9,62,M
v110-5208c,Springfield,Black-capped,2017-06-26,10.8,61,F
u414-6796l,Springfield,Black-capped,2017-06-28,11.2,62,F
h276-1571c,Springfield,Black-capped,2017-06-28,12,64,M
i248-5187b,Springfield,Black-capped,2017-06-28,10.3,62,F
h505-9232g,Springfield,Black-capped,2017-06-28,11.6,65,M
s338-9826r,Springfield,Black-capped,2017-06-30,11.7,63,M
z748-6590q,Springfield,Black-capped,2017-07-12,11.9,66,F
a268-6115c,Springfield,Black-capped,2017-07-15,11.8,66,M
t137-5886b,Springfield,Black-capped,2017-07-24,10.4,67,F
r362-2514s,Springfield,Black-capped,2017-07-24,10.7,66,F
o860-2926u,Springfield,Black-capped,2017-07-24,11.8,63,F
n705-2999t,Springfield,Black-capped,2017-07-31,10.7,64,F
m348-6467k,Springfield,Black-capped,2017-08-01,12.7,67,M
n127-9469a,Springfield,Black-capped,2017-08-01,11.4,63,M
r926-8471m,"Washington, DC",Carolina,2000-04-28,10.4,63.5,M
i879-2572t,"Washington, DC",Carolina,2000-04-30,9,62.5,M
n215-3657h,"Washington, DC",Carolina,2000-06-03,10.9,61.5,M
c682-7066j,"Washington, DC",Carolina,2000-07-06,8,59,F
x231-8781z,"Washington, DC",Carolina,2000-07-06,8.7,59.5,F
n860-4393m,"Washington, DC",Carolina,2000-07-22,10.1,61,M
k598-3018f,"Washington, DC",Carolina,2001-03-15,10,60.5,M
j430-8430w,"Washington, DC",Carolina,2001-03-15,10.1,61.5,M
g195-2937u,"Washington, DC",Carolina,2001-03-15,10,61.5,M
t221-5227c,"Washington, DC",Carolina,2001-03-23,9.6,65,M
j817-6381b,"Washington, DC",Carolina,2001-03-23,10.2,63,M
d591-2871r,"Washington, DC",Carolina,2001-03-26,10.4,59.5,F
w610-4708r,"Washington, DC",Carolina,2001-04-04,10,61,M
c887-7818k,"Washington, DC",Carolina,2001-04-05,9.8,59,M
p158-1908u,"Washington, DC",Carolina,2001-04-05,10.3,61,M
r861-7031u,"Washington, DC",Carolina,2001-04-06,10.1,64,M
a431-4822n,"Washington, DC",Carolina,2001-04-06,9.6,63.5,M
e623-8620e,"Washington, DC",Carolina,2001-04-12,10.3,60.5,M
f915-2057d,"Washington, DC",Carolina,2001-04-12,9.9,62,M
j684-9156b,"Washington, DC",Carolina,2001-04-18,10.5,59,F
r100-2920b,"Washington, DC",Carolina,2001-04-19,10.1,63,M
n277-8818i,"Washington, DC",Carolina,2001-04-20,10.4,61.5,M
n954-7856y,"Washington, DC",Carolina,2001-04-20,9.8,59,F
w280-3136p,"Washington, DC",Carolina,2001-04-23,10.4,62.5,M
c762-3306t,"Washington, DC",Carolina,2001-04-23,8.3,58,F
u879-2786v,"Washington, DC",Carolina,2001-04-24,10.8,64,M
p398-1293x,"Washington, DC",Carolina,2001-04-25,10.5,62,M
t345-1438g,"Washington, DC",Carolina,2001-04-25,10.2,55,F
s949-9725t,"Washington, DC",Carolina,2001-04-26,9.6,59,F
x824-1684z,"Washington, DC",Carolina,2001-04-27,11.4,65.5,M
p977-9265r,"Washington, DC",Carolina,2001-04-27,9.9,61.5,F
a686-8713k,"Washington, DC",Carolina,2001-04-30,9.7,61.5,F
l712-2513l,"Washington, DC",Carolina,2001-04-30,11,65,M
b490-7463u,"Washington, DC",Carolina,2001-05-01,9.9,60,M
u816-7408a,"Washington, DC",Carolina,2001-05-01,10.5,61,M
f729-1238s,"Washington, DC",Carolina,2001-05-01,9.3,58,F
k288-6886p,"Washington, DC",Carolina,2001-05-01,10.5,60.5,F
x219-8302f,"Washington, DC",Carolina,2001-05-01,10.2,63,M
p381-6300s,"Washington, DC",Carolina,2001-05-02,10.4,64,M
p705-7830c,"Washington, DC",Carolina,2001-05-02,9.6,56,F
z282-8360x,"Washington, DC",Carolina,2001-05-03,10.5,64,M
s928-5040o,"Washington, DC",Carolina,2001-05-14,10.6,64.5,M
g892-1527g,"Washington, DC",Carolina,2001-05-15,9.6,60,M
j547-4138k,"Washington, DC",Carolina,2001-05-15,9.8,62,F
x957-1162e,"Washington, DC",Carolina,2001-05-16,9.8,65,M
r244-1118k,"Washington, DC",Carolina,2001-05-16,9.2,61,M
v978-7864f,"Washington, DC",Carolina,2001-05-18,10.7,65,M
v896-1693e,"Washington, DC",Carolina,2001-05-18,10.2,60.5,M
w295-5010u,"Washington, DC",Carolina,2001-05-19,10.2,64,M
u996-2859x,"Washington, DC",Carolina,2001-05-22,8.8,61.5,F
t794-5241t,"Washington, DC",Carolina,2001-05-22,8.5,62,F
f441-9529b,"Washington, DC",Carolina,2001-05-22,9.3,60,F
u432-8581r,"Washington, DC",Carolina,2001-05-24,8.8,57.5,F
o927-6315r,"Washington, DC",Carolina,2001-05-24,10.5,62,M
q333-5469j,"Washington, DC",Carolina,2001-05-31,10.4,65,M
y690-7456y,"Washington, DC",Carolina,2001-05-31,9.7,63,F
d578-9353z,"Washington, DC",Carolina,2001-05-31,11,66,M
n169-1608z,"Washington, DC",Carolina,2001-05-31,10,60,M
p887-1462c,"Washington, DC",Carolina,2001-06-02,10.3,60,F
t835-6688c,"Washington, DC",Carolina,2001-06-06,10.2,56,F
z831-8580d,"Washington, DC",Carolina,2001-06-09,10.4,66,M
p126-9227m,"Washington, DC",Carolina,2001-06-11,10.1,56,F
n838-1741f,"Washington, DC",Carolina,2001-06-13,9.6,59,F
d951-7576h,"Washington, DC",Carolina,2001-06-15,10.7,62,M
u812-1031j,"Washington, DC",Carolina,2001-06-15,10.5,62,F
p225-2158n,"Washington, DC",Carolina,2001-06-15,10.1,60,F
q759-5483x,"Washington, DC",Carolina,2001-06-16,9.8,59,F
d952-2067o,"Washington, DC",Carolina,2001-06-18,10.7,64.5,M
w305-4358n,"Washington, DC",Carolina,2001-06-18,10.1,61.5,F
n821-8893a,"Washington, DC",Carolina,2001-06-19,9.7,61,F
s741-1105f,"Washington, DC",Carolina,2001-06-19,9.1,59,F
k617-6548a,"Washington, DC",Carolina,2001-06-20,8.6,59,F
g629-2290q,"Washington, DC",Carolina,2001-06-20,9.3,61,F
p336-6278q,"Washington, DC",Carolina,2001-06-22,9.3,61,F
m321-6138u,"Washington, DC",Carolina,2001-06-22,9.8,65,F
b870-6271j,"Washington, DC",Carolina,2001-06-26,8.2,59,F
t277-7545g,"Washington, DC",Carolina,2001-06-26,9,56.5,F
j370-7530t,"Washington, DC",Carolina,2001-07-10,10.2,61,F
e962-3698d,"Washington, DC",Carolina,2004-04-19,10.4,62,M
a186-6546l,"Washington, DC",Carolina,2014-04-22,10.8,61,M
a954-9402r,"Washington, DC",Carolina,2015-06-01,10.3,64.5,M
y811-7084k,"Washington, DC",Carolina,2015-06-01,9.6,60,M
j801-6234c,"Washington, DC",Carolina,2016-04-12,10.4,62,M
c768-3290s,"Washington, DC",Carolina,2016-04-13,10,58,M
z870-4962s,"Washington, DC",Carolina,2016-04-19,10.3,61,M
p716-9612u,"Washington, DC",Carolina,2016-04-22,10.7,65,M
h654-4787q,"Washington, DC",Carolina,2016-04-24,9.8,63,M
l765-2581c,"Washington, DC",Carolina,2016-04-24,10.1,64.5,M
t739-5458j,"Washington, DC",Carolina,2016-04-25,9.7,61,M
f373-7433u,"Washington, DC",Carolina,2016-04-26,10.3,62,M
y643-5047p,"Washington, DC",Carolina,2016-04-26,9.5,60,M
w539-1413g,"Washington, DC",Carolina,2016-04-28,10.2,64,M
a781-6437w,"Washington, DC",Carolina,2016-04-28,10.2,55,F
i754-9014x,"Washington, DC",Carolina,2016-04-29,9.5,61.5,M
k913-9935g,"Washington, DC",Carolina,2016-04-30,9.8,57,F
g369-9930n,"Washington, DC",Carolina,2016-05-02,10,60,M
r553-1906y,"Washington, DC",Carolina,2016-05-07,11.3,60,M
q324-9737m,"Washington, DC",Carolina,2016-05-07,8.8,61,F
v700-8232h,"Washington, DC",Carolina,2016-05-11,9.3,55,F
o142-2830v,"Washington, DC",Carolina,2016-05-11,9.5,62.5,M
f242-2779m,"Washington, DC",Carolina,2016-05-12,10.3,63,M
e585-8340y,"Washington, DC",Carolina,2016-05-12,9.8,62,M
y848-3989g,"Washington, DC",Carolina,2016-05-13,9.1,64,M
d168-9611a,"Washington, DC",Carolina,2016-05-13,9.5,61.5,F
j108-5714z,"Washington, DC",Carolina,2016-05-14,8.7,57.5,F
q699-2806w,"Washington, DC",Carolina,2016-05-14,9.6,60,F
a350-6416g,"Washington, DC",Carolina,2016-05-16,9.1,56,F
h116-7080g,"Washington, DC",Carolina,2016-05-16,9.9,65,M
t851-9849g,"Washington, DC",Carolina,2016-05-16,9.1,57,F
e461-7255k,"Washington, DC",Carolina,2016-05-16,8.9,57,F
h294-6522e,"Washington, DC",Carolina,2016-05-16,10,61.5,M
i306-2407m,"Washington, DC",Carolina,2016-05-16,10.1,63,M
y531-7830j,"Washington, DC",Carolina,2016-05-16,9.1,57,F
r603-9769g,"Washington, DC",Carolina,2016-05-16,9.5,59,F
x738-5744n,"Washington, DC",Carolina,2016-05-16,8.7,59.5,F
s677-7594a,"Washington, DC",Carolina,2016-05-16,9.9,62,M
q658-7261u,"Washington, DC",Carolina,2016-05-17,10,65.5,M
z869-4870m,"Washington, DC",Carolina,2016-05-19,9.4,59,F
n885-7925h,"Washington, DC",Carolina,2016-05-20,11,64.25,M
i133-8928o,"Washington, DC",Carolina,2016-05-20,9.3,60,F
b700-5255r,"Washington, DC",Carolina,2016-05-22,9.7,62,M
d735-7325k,"Washington, DC",Carolina,2016-05-22,9.4,59.75,M
g583-2937v,"Washington, DC",Carolina,2016-05-25,9.3,59,M
t781-1236u,"Washington, DC",Carolina,2016-05-26,9.3,61.25,M
n595-7623t,"Washington, DC",Carolina,2016-05-26,10,60.5,F
x411-6625u,"Washington, DC",Carolina,2016-05-27,9.1,56,F
j412-9842e,"Washington, DC",Carolina,2016-05-27,10.4,63,M
e922-6534r,"Washington, DC",Carolina,2016-05-27,9.4,59.25,F
m978-9644i,"Washington, DC",Carolina,2016-05-28,10,62,M
u879-5108b,"Washington, DC",Carolina,2016-05-28,9.7,59,F
j682-3228a,"Washington, DC",Carolina,2016-05-28,10.5,65,M
u529-8280z,"Washington, DC",Carolina,2016-06-02,10.5,63,M
p939-4025i,"Washington, DC",Carolina,2016-06-03,9.7,62,F
j841-2129i,"Washington, DC",Carolina,2016-06-03,10.5,62,F
o456-3379v,"Washington, DC",Carolina,2016-06-03,9.9,59,F
x915-8395v,"Washington, DC",Carolina,2016-06-07,8.4,60,F
y278-1895c,"Washington, DC",Carolina,2016-06-10,9.7,58,F
u251-8337l,"Washington, DC",Carolina,2016-06-10,8.5,60,F
m483-5473o,"Washington, DC",Carolina,2016-06-11,9,61,F
g999-1892f,"Washington, DC",Carolina,2016-06-14,8.5,59,F
l585-9345u,"Washington, DC",Carolina,2016-06-16,8.9,57,F
e493-4783m,"Washington, DC",Carolina,2016-06-17,9.9,62,M
p954-6371w,"Washington, DC",Carolina,2016-06-17,9.1,60,F
u654-8029r,"Washington, DC",Carolina,2016-06-20,9.8,58,F
r388-9368e,"Washington, DC",Carolina,2016-06-20,10.2,61,F
i805-7459e,"Washington, DC",Carolina,2016-06-20,10.9,60,F
c615-9951e,"Washington, DC",Carolina,2016-06-21,9.3,59.5,F
r453-4623t,"Washington, DC",Carolina,2016-06-22,10,61,F
q281-7436c,"Washington, DC",Carolina,2016-06-24,9.2,57,F
d116-6071y,"Washington, DC",Carolina,2016-06-25,9.1,60,F
l934-7307s,"Washington, DC",Carolina,2016-06-25,10.4,62,F
u140-6597d,"Washington, DC",Carolina,2016-06-25,10.5,63,F
k400-4445a,"Washington, DC",Carolina,2016-06-27,9.1,59,F
d647-5647p,"Washington, DC",Carolina,2016-06-28,8.9,58,F
j310-5223a,"Washington, DC",Carolina,2016-07-01,8.5,55,F
e857-2049s,"Washington, DC",Carolina,2016-07-01,9.4,64,F
r720-7782d,"Washington, DC",Carolina,2016-07-08,10.2,64,M
d656-7364z,"Washington, DC",Carolina,2016-07-14,9.8,60,M
m899-4692u,"Washington, DC",Carolina,2016-07-16,9.6,60,F
l102-2591r,"Washington, DC",Carolina,2017-03-27,9.1,66,M
p299-5438v,"Washington, DC",Carolina,2017-04-20,9.9,61,M
y172-5592c,"Washington, DC",Carolina,2017-04-28,10.2,60.5,F
j686-7068i,"Washington, DC",Carolina,2017-05-01,9.6,58,F
o127-8373j,"Washington, DC",Carolina,2017-05-03,9.4,61.5,M
w528-3682v,"Washington, DC",Carolina,2017-05-04,10.2,66,M
h247-7252l,"Washington, DC",Carolina,2017-05-04,9.7,63,M
h725-1163r,"Washington, DC",Carolina,2017-05-04,10.2,65,M
z815-6879j,"Washington, DC",Carolina,2017-05-06,9,59,F
e761-8890t,"Washington, DC",Carolina,2017-05-08,9.3,60,F
n994-6382q,"Washington, DC",Carolina,2017-05-10,9.8,61,M
d907-9822g,"Washington, DC",Carolina,2017-05-16,9.9,65,M
y256-4753i,"Washington, DC",Carolina,2017-05-17,9.9,63,M
k595-2781h,"Washington, DC",Carolina,2017-05-18,8.8,58.5,F
o137-9894f,"Washington, DC",Carolina,2017-05-23,9.1,55,F
v312-7853z,"Washington, DC",Carolina,2017-05-30,9,59.5,F
s565-7291w,"Washington, DC",Carolina,2017-05-31,9,59,F
k323-8256s,"Washington, DC",Carolina,2017-05-31,9.5,61.5,F
o450-9543j,"Washington, DC",Carolina,2017-06-05,9.5,61,F
z943-5828x,"Washington, DC",Carolina,2017-06-12,9,59,F
d638-4563j,"Washington, DC",Carolina,2017-06-14,9.6,58,F
w494-9271c,"Washington, DC",Carolina,2017-06-15,9.7,56,F
j817-6841c,"Washington, DC",Carolina,2017-06-22,8.9,58.5,F
n513-3223l,"Washington, DC",Carolina,2017-06-22,8.8,58.5,F
y273-1823a,"Washington, DC",Carolina,2017-06-27,8,57,F
x458-5301o,"Washington, DC",Carolina,2017-06-30,9,61,F
r867-6105y,"Washington, DC",Carolina,2017-07-11,8.8,61,F
